params,accuracy,f1_score
16-4-2,0.9811320754716981,0.8
16-4-4,0.9433962264150944,0.0
16-8-2,0.9622641509433962,0.5
16-8-4,0.9433962264150944,0.0
32-4-2,0.9811320754716981,0.8
32-4-4,0.9811320754716981,0.8571428571428571
32-8-2,0.9622641509433962,0.75
32-8-4,0.9622641509433962,0.6666666666666666
