params,accuracy,f1_score
32-4-2,0.99,0.9882352941176471
32-4-4,0.98,0.9761904761904762
32-8-2,0.98,0.9761904761904762
32-8-4,0.99,0.9882352941176471
64-4-2,0.98,0.9761904761904762
64-4-4,0.99,0.9882352941176471
64-8-2,0.99,0.9882352941176471
64-8-4,0.99,0.9882352941176471
128-4-2,0.96,0.9545454545454546
128-4-4,0.7,0.6341463414634146
128-8-2,0.98,0.9761904761904762
128-8-4,0.57,0.0
