params,accuracy,f1_score
16-4-2,0.9,0.8888888888888888
16-4-4,0.82,0.8163265306122449
16-8-2,0.86,0.8292682926829268
16-8-4,0.88,0.8636363636363636
32-4-2,0.88,0.8695652173913043
32-4-4,0.9,0.8648648648648649
32-8-2,0.88,0.8571428571428571
32-8-4,0.88,0.8695652173913043
