params,accuracy,f1_score
16-4-2,0.4117647058823529,0.5833333333333334
16-4-4,0.4117647058823529,0.5833333333333334
16-8-2,0.4117647058823529,0.5833333333333334
16-8-4,0.4117647058823529,0.5833333333333334
32-4-2,0.5882352941176471,0.0
32-4-4,0.5882352941176471,0.0
32-8-2,0.5882352941176471,0.0
32-8-4,0.4117647058823529,0.5833333333333334
