params,accuracy,f1_score
16-4-2,0.95,0.967741935483871
16-4-4,0.95,0.967741935483871
16-8-2,0.95,0.967741935483871
16-8-4,0.95,0.967741935483871
32-4-2,0.95,0.967741935483871
32-4-4,0.95,0.967741935483871
32-8-2,0.95,0.967741935483871
32-8-4,0.9,0.9375
