params,accuracy,f1_score
32-4-2,0.9142857142857143,0.9411764705882353
32-4-4,0.9428571428571428,0.9607843137254902
32-8-2,0.9428571428571428,0.9607843137254902
32-8-4,0.9142857142857143,0.9411764705882353
64-4-2,0.9142857142857143,0.9411764705882353
64-4-4,0.9142857142857143,0.9423076923076923
64-8-2,0.9285714285714286,0.9514563106796117
64-8-4,0.9285714285714286,0.9514563106796117
128-4-2,0.9,0.9306930693069307
128-4-4,0.9571428571428572,0.970873786407767
128-8-2,0.9428571428571428,0.9607843137254902
128-8-4,0.9428571428571428,0.9607843137254902
