params,accuracy,f1_score
32-4-2,0.9523809523809523,0.9615384615384616
32-4-4,0.9523809523809523,0.9615384615384616
32-8-2,0.9523809523809523,0.9615384615384616
32-8-4,0.9523809523809523,0.9615384615384616
64-4-2,0.9523809523809523,0.9615384615384616
64-4-4,0.9523809523809523,0.9615384615384616
64-8-2,0.9285714285714286,0.9411764705882353
64-8-4,0.9285714285714286,0.9411764705882353
128-4-2,0.9523809523809523,0.9615384615384616
128-4-4,0.9523809523809523,0.9615384615384616
128-8-2,0.9523809523809523,0.9615384615384616
128-8-4,0.9523809523809523,0.9615384615384616
