params,accuracy,f1_score
50-0.1-4,0.875,0.9142857142857143
50-0.1-8,0.875,0.9142857142857143
50-0.1-16,0.875,0.9142857142857143
50-0.3-4,0.9166666666666666,0.9411764705882353
50-0.3-8,0.9166666666666666,0.9411764705882353
50-0.3-16,0.875,0.9142857142857143
100-0.1-4,0.9166666666666666,0.9411764705882353
100-0.1-8,0.9166666666666666,0.9411764705882353
100-0.1-16,0.875,0.9142857142857143
100-0.3-4,0.9166666666666666,0.9411764705882353
100-0.3-8,0.9166666666666666,0.9411764705882353
100-0.3-16,0.875,0.9142857142857143
200-0.1-4,0.875,0.9142857142857143
200-0.1-8,0.7916666666666666,0.8387096774193549
200-0.1-16,0.7916666666666666,0.8484848484848485
200-0.3-4,0.9166666666666666,0.9411764705882353
200-0.3-8,0.875,0.9090909090909091
200-0.3-16,0.9166666666666666,0.9411764705882353
