params,accuracy,f1_score
300-0.01-8,1.0,1.0
300-0.01-16,1.0,1.0
300-0.05-8,1.0,1.0
300-0.05-16,1.0,1.0
600-0.01-8,1.0,1.0
600-0.01-16,1.0,1.0
600-0.05-8,1.0,1.0
600-0.05-16,1.0,1.0
