params,accuracy,f1_score
"(64, 32)-0.001-50",0.55,0.3076923076923077
"(64, 32)-0.001-100",0.6,0.3333333333333333
"(64, 32)-0.0005-50",0.5,0.0
"(64, 32)-0.0005-100",0.75,0.7368421052631579
"(128, 64)-0.001-50",0.7,0.5714285714285714
"(128, 64)-0.001-100",0.75,0.7368421052631579
"(128, 64)-0.0005-50",0.7,0.5714285714285714
"(128, 64)-0.0005-100",0.7,0.5714285714285714
"(256, 128)-0.001-50",0.6,0.3333333333333333
"(256, 128)-0.001-100",0.5,0.0
"(256, 128)-0.0005-50",0.7,0.5714285714285714
"(256, 128)-0.0005-100",0.55,0.18181818181818182
