params,accuracy,f1_score
5-32,0.7894736842105263,0.0
5-64,0.7894736842105263,0.0
5-128,0.7894736842105263,0.0
10-32,0.7894736842105263,0.0
10-64,0.21052631578947367,0.34782608695652173
10-128,0.21052631578947367,0.34782608695652173
20-32,0.21052631578947367,0.34782608695652173
20-64,0.21052631578947367,0.34782608695652173
20-128,0.7894736842105263,0.0
