params,accuracy,f1_score
5-32,0.6129032258064516,0.5
5-64,0.6344086021505376,0.5
5-128,0.6236559139784946,0.2222222222222222
10-32,0.6451612903225806,0.26666666666666666
10-64,0.3548387096774194,0.5238095238095238
10-128,0.7096774193548387,0.5423728813559322
20-32,0.6451612903225806,0.1951219512195122
20-64,0.6559139784946236,0.23809523809523808
20-128,0.5806451612903226,0.36065573770491804
