params,accuracy,f1_score
5-32,0.6,0.75
5-64,0.6,0.75
5-128,0.6,0.75
10-32,0.6,0.75
10-64,0.4,0.0
10-128,0.6,0.75
20-32,0.4,0.0
20-64,0.6,0.75
20-128,0.6,0.75
